Date;Hours;Consumption;Wind;Price
16.5.2014;07 - 08;1871;248;313,56
16.5.2014;08 - 09;2051;226;335,58
16.5.2014;09 - 10;2146;202;306,4
16.5.2014;10 - 11;2170;187;269,3
16.5.2014;11 - 12;2150;176;250,72
16.5.2014;12 - 13;2100;169;238,25
16.5.2014;13 - 14;2045;172;223,92
16.5.2014;14 - 15;2005;186;205,86
16.5.2014;15 - 16;1974;207;200,18
16.5.2014;16 - 17;1997;230;211,68
16.5.2014;17 - 18;2106;238;228,62
16.5.2014;18 - 19;2096;226;253,18
16.5.2014;19 - 20;1986;206;274,45
16.5.2014;20 - 21;1909;170;275,5
16.5.2014;21 - 22;1875;136;275,65
16.5.2014;22 - 23;1874;116;268,26
16.5.2014;23 - 00;1737;108;247,06
17.5.2014;00 - 01;1575;123;220,35
17.5.2014;01 - 02;1521;133;208,11
17.5.2014;02 - 03;1487;139;208,71
17.5.2014;03 - 04;1479;130;200,2
17.5.2014;04 - 05;1492;117;200,94
17.5.2014;05 - 06;1483;99;194,38
17.5.2014;06 - 07;1573;84;196,39
17.5.2014;07 - 08;1744;73;208,93
17.5.2014;08 - 09;1935;64;220,28
17.5.2014;09 - 10;2043;67;228,64
17.5.2014;10 - 11;2076;76;235,13
17.5.2014;11 - 12;2062;89;229,01
17.5.2014;12 - 13;2015;105;224,38
17.5.2014;13 - 14;1964;128;212,96
17.5.2014;14 - 15;1925;143;206,62
17.5.2014;15 - 16;1896;147;205,35
17.5.2014;16 - 17;1918;143;207,07
17.5.2014;17 - 18;2051;121;216,25
17.5.2014;18 - 19;2038;95;235,73
17.5.2014;19 - 20;1914;75;244,16
17.5.2014;20 - 21;1842;55;240,88
17.5.2014;21 - 22;1801;42;239,76
17.5.2014;22 - 23;1813;42;229,38
17.5.2014;23 - 00;1696;40;216,62
18.5.2014;00 - 01;1557;45;208,33
18.5.2014;01 - 02;1487;47;193,33
18.5.2014;02 - 03;1456;52;173,62
18.5.2014;03 - 04;1447;57;156,15
18.5.2014;04 - 05;1459;62;173,4
18.5.2014;05 - 06;1441;68;164,59
18.5.2014;06 - 07;1504;77;134,13
18.5.2014;07 - 08;1650;88;197,73
18.5.2014;08 - 09;1826;97;209,9
18.5.2014;09 - 10;1950;121;222,29
18.5.2014;10 - 11;1994;158;228,93
18.5.2014;11 - 12;1995;200;229,9
18.5.2014;12 - 13;1972;247;205,12
18.5.2014;13 - 14;1967;303;196,68
18.5.2014;14 - 15;1949;365;191,16
18.5.2014;15 - 16;1922;416;189,15
18.5.2014;16 - 17;1963;484;189,29
18.5.2014;17 - 18;2127;560;208,25
18.5.2014;18 - 19;2146;574;232,89
18.5.2014;19 - 20;2084;557;242,44
18.5.2014;20 - 21;2049;491;252,82
18.5.2014;21 - 22;1978;400;256,47
18.5.2014;22 - 23;1889;336;253,11
18.5.2014;23 - 00;1733;277;223,63
19.5.2014;00 - 01;1684;186;217,21
19.5.2014;01 - 02;1632;222;201,31
19.5.2014;02 - 03;1613;241;201,31
19.5.2014;03 - 04;1619;262;206,16
19.5.2014;04 - 05;1638;266;209,9
19.5.2014;05 - 06;1728;253;219,67
19.5.2014;06 - 07;2075;260;286,93
19.5.2014;07 - 08;2485;295;372,84
19.5.2014;08 - 09;2648;316;396,43
19.5.2014;09 - 10;2683;316;376,13
19.5.2014;10 - 11;2751;318;359,11
19.5.2014;11 - 12;2778;314;360,97
19.5.2014;12 - 13;2721;286;328,43
19.5.2014;13 - 14;2733;255;316,71
19.5.2014;14 - 15;2689;210;301,71
19.5.2014;15 - 16;2570;163;288,64
19.5.2014;16 - 17;2490;128;283,05
19.5.2014;17 - 18;2600;108;307,38
19.5.2014;18 - 19;2522;107;347,09
19.5.2014;19 - 20;2384;102;398,74
19.5.2014;20 - 21;2259;96;302,68
19.5.2014;21 - 22;2170;90;301,18
19.5.2014;22 - 23;2102;82;285,81
19.5.2014;23 - 00;1900;70;242,52
20.5.2014;00 - 01;1745;65;232,06
20.5.2014;01 - 02;1670;66;223,33
20.5.2014;02 - 03;1641;71;216,61
20.5.2014;03 - 04;1651;70;217,88
20.5.2014;04 - 05;1679;71;221,09
20.5.2014;05 - 06;1768;70;235,12
20.5.2014;06 - 07;2112;57;298,86
20.5.2014;07 - 08;2503;45;396,94
20.5.2014;08 - 09;2668;45;391,04
20.5.2014;09 - 10;2683;53;349,47
20.5.2014;10 - 11;2742;72;318,72
20.5.2014;11 - 12;2750;102;307,67
20.5.2014;12 - 13;2689;118;297,07
20.5.2014;13 - 14;2691;122;291,1
20.5.2014;14 - 15;2635;113;284,9
20.5.2014;15 - 16;2530;98;275,95
20.5.2014;16 - 17;2471;91;291,92
20.5.2014;17 - 18;2544;88;312,75
20.5.2014;18 - 19;2468;92;358,28
20.5.2014;19 - 20;2335;106;358,28
20.5.2014;20 - 21;2230;125;396,42
20.5.2014;21 - 22;2156;165;343,65
20.5.2014;22 - 23;2094;250;313,19
20.5.2014;23 - 00;1897;352;261,77
21.5.2014;00 - 01;1748;622;247,37
21.5.2014;01 - 02;1668;664;235,95
21.5.2014;02 - 03;1647;689;222,06
21.5.2014;03 - 04;1653;696;216,54
21.5.2014;04 - 05;1676;724;216,69
21.5.2014;05 - 06;1763;726;238,48
21.5.2014;06 - 07;2129;719;307,45
21.5.2014;07 - 08;2513;711;364,48
21.5.2014;08 - 09;2704;692;394,94
21.5.2014;09 - 10;2741;691;401,36
21.5.2014;10 - 11;2867;729;328,43
21.5.2014;11 - 12;2833;822;316,78
21.5.2014;12 - 13;2745;928;386,95
21.5.2014;13 - 14;2767;1024;349,48
21.5.2014;14 - 15;2742;1103;261,1
21.5.2014;15 - 16;2600;1169;253,41
21.5.2014;16 - 17;2530;1157;268,86
21.5.2014;17 - 18;2616;1080;288,79
21.5.2014;18 - 19;2522;985;321,86
21.5.2014;19 - 20;2387;925;351,64
21.5.2014;20 - 21;2281;949;316,56
21.5.2014;21 - 22;2208;1007;281,85
21.5.2014;22 - 23;2133;1109;256,32
21.5.2014;23 - 00;1938;1240;222,14
22.5.2014;00 - 01;1818;518;205,8
22.5.2014;01 - 02;1720;706;179,15
22.5.2014;02 - 03;1699;943;148,69
22.5.2014;03 - 04;1693;1258;112,19
22.5.2014;04 - 05;1741;1585;137,42
22.5.2014;05 - 06;1862;1772;171,01
22.5.2014;06 - 07;2173;1835;218,34
22.5.2014;07 - 08;2559;1855;272,83
22.5.2014;08 - 09;2741;1804;296,05
22.5.2014;09 - 10;2765;1694;287,98
22.5.2014;10 - 11;2853;1629;266,86
22.5.2014;11 - 12;2863;1567;253,8
22.5.2014;12 - 13;2833;1467;239,46
22.5.2014;13 - 14;2786;1368;232,52
22.5.2014;14 - 15;2712;1259;232,52
22.5.2014;15 - 16;2600;1115;248,2
22.5.2014;16 - 17;2536;919;268,58
22.5.2014;17 - 18;2605;661;305,68
22.5.2014;18 - 19;2500;449;327,92
22.5.2014;19 - 20;2403;331;333,67
22.5.2014;20 - 21;2284;245;327,1
22.5.2014;21 - 22;2201;223;337,18
22.5.2014;22 - 23;2154;242;298,66
22.5.2014;23 - 00;1937;306;244,32
23.5.2014;00 - 01;1741;244;218,93
23.5.2014;01 - 02;1698;315;210,72
23.5.2014;02 - 03;1672;379;196,24
23.5.2014;03 - 04;1677;421;183,92
23.5.2014;04 - 05;1742;443;202,73
23.5.2014;05 - 06;1829;437;216,54
23.5.2014;06 - 07;2198;445;254,09
23.5.2014;07 - 08;2579;475;372,85
23.5.2014;08 - 09;2738;515;381,13
23.5.2014;09 - 10;2770;620;395,39
23.5.2014;10 - 11;2823;783;391,21
23.5.2014;11 - 12;2781;811;425,77
23.5.2014;12 - 13;2682;754;358,14
23.5.2014;13 - 14;2631;720;337,61
23.5.2014;14 - 15;2508;659;302,53
23.5.2014;15 - 16;2373;580;279,02
23.5.2014;16 - 17;2357;555;254,46
23.5.2014;17 - 18;2478;576;280,21
23.5.2014;18 - 19;2457;609;313,5
23.5.2014;19 - 20;2312;654;312,76
23.5.2014;20 - 21;2165;634;284,99
23.5.2014;21 - 22;2080;569;302,23
23.5.2014;22 - 23;1971;522;237,97
23.5.2014;23 - 00;1814;498;225,72
24.5.2014;00 - 01;1645;423;231,61
24.5.2014;01 - 02;1582;358;218,7
24.5.2014;02 - 03;1540;323;212,05
24.5.2014;03 - 04;1515;322;202,8
24.5.2014;04 - 05;1484;299;202,5
24.5.2014;05 - 06;1493;268;205,04
24.5.2014;06 - 07;1612;238;208,84
24.5.2014;07 - 08;1792;229;223,92
24.5.2014;08 - 09;1997;224;224,67
24.5.2014;09 - 10;2120;217;236,91
24.5.2014;10 - 11;2157;212;226,38
24.5.2014;11 - 12;2138;228;222,5
24.5.2014;12 - 13;2100;251;216,46
24.5.2014;13 - 14;2048;255;198,84
24.5.2014;14 - 15;2028;253;188,99
24.5.2014;15 - 16;1982;243;186
24.5.2014;16 - 17;1987;242;191,68
24.5.2014;17 - 18;2084;247;208,47
24.5.2014;18 - 19;2066;246;223,62
24.5.2014;19 - 20;1928;219;249,37
24.5.2014;20 - 21;1861;180;251,16
24.5.2014;21 - 22;1803;159;239,97
24.5.2014;22 - 23;1776;163;239
24.5.2014;23 - 00;1684;173;230,64
25.5.2014;00 - 01;1570;315;208,97
25.5.2014;01 - 02;1499;353;175,01
25.5.2014;02 - 03;1456;383;151,8
25.5.2014;03 - 04;1440;419;120,76
25.5.2014;04 - 05;1408;445;115,31
25.5.2014;05 - 06;1399;454;117,85
25.5.2014;06 - 07;1485;441;119,34
25.5.2014;07 - 08;1643;430;193,75
25.5.2014;08 - 09;1814;431;207,26
25.5.2014;09 - 10;1953;451;219,94
25.5.2014;10 - 11;2010;503;226,59
25.5.2014;11 - 12;2028;542;226,81
25.5.2014;12 - 13;2009;547;224,42
25.5.2014;13 - 14;1994;534;222,85
25.5.2014;14 - 15;1988;512;216,36
25.5.2014;15 - 16;1968;478;212,7
25.5.2014;16 - 17;2004;433;212,03
25.5.2014;17 - 18;2166;391;225,09
25.5.2014;18 - 19;2167;352;234,42
25.5.2014;19 - 20;2047;315;263,01
25.5.2014;20 - 21;1971;261;262,93
25.5.2014;21 - 22;1922;224;268,08
25.5.2014;22 - 23;1885;214;253,68
25.5.2014;23 - 00;1769;201;224,05
26.5.2014;00 - 01;1649;239;206,43
26.5.2014;01 - 02;1598;237;185,02
26.5.2014;02 - 03;1576;226;178,75
26.5.2014;03 - 04;1608;212;146,5
26.5.2014;04 - 05;1621;204;148,3
26.5.2014;05 - 06;1717;196;197,93
26.5.2014;06 - 07;2089;193;277,04
26.5.2014;07 - 08;2519;187;383,17
26.5.2014;08 - 09;2703;174;671,55
26.5.2014;09 - 10;2743;161;671,47
26.5.2014;10 - 11;2833;154;596,91
26.5.2014;11 - 12;2834;148;786,56
26.5.2014;12 - 13;2774;146;707,74
26.5.2014;13 - 14;2805;149;597,44
26.5.2014;14 - 15;2727;170;485,64
26.5.2014;15 - 16;2576;208;411,75
26.5.2014;16 - 17;2502;261;384,29
26.5.2014;17 - 18;2593;326;367,79
26.5.2014;18 - 19;2514;392;351,3
26.5.2014;19 - 20;2386;450;335,77
26.5.2014;20 - 21;2257;462;315,62
26.5.2014;21 - 22;2167;452;328,39
26.5.2014;22 - 23;2124;452;283,08
26.5.2014;23 - 00;1957;427;235,62
27.5.2014;00 - 01;1757;436;214,13
27.5.2014;01 - 02;1720;455;195,77
27.5.2014;02 - 03;1709;519;179,65
27.5.2014;03 - 04;1732;649;180,09
27.5.2014;04 - 05;1708;836;184,05
27.5.2014;05 - 06;1795;1034;206,81
27.5.2014;06 - 07;2130;1196;244,95
27.5.2014;07 - 08;2487;1381;334,22
27.5.2014;08 - 09;2686;1567;354,07
27.5.2014;09 - 10;2776;1684;365,34
27.5.2014;10 - 11;2867;1784;342,8
27.5.2014;11 - 12;2881;1849;342,95
27.5.2014;12 - 13;2840;1895;333,69
27.5.2014;13 - 14;2850;1926;328,39
27.5.2014;14 - 15;2764;1947;320,78
27.5.2014;15 - 16;2634;1956;268,39
27.5.2014;16 - 17;2576;1972;202,56
27.5.2014;17 - 18;2683;2013;271,07
27.5.2014;18 - 19;2614;2050;205,02
27.5.2014;19 - 20;2496;2042;202,56
27.5.2014;20 - 21;2349;2014;201,96
27.5.2014;21 - 22;2244;1997;206,22
27.5.2014;22 - 23;2143;2048;205,4
27.5.2014;23 - 00;1951;2131;122,18
28.5.2014;00 - 01;1754;2303;127,1
28.5.2014;01 - 02;1707;2351;118,22
28.5.2014;02 - 03;1690;2373;113,52
28.5.2014;03 - 04;1717;2370;112,77
28.5.2014;04 - 05;1748;2350;115,16
28.5.2014;05 - 06;1852;2366;125,38
28.5.2014;06 - 07;2207;2470;131,87
28.5.2014;07 - 08;2646;2584;136,58
28.5.2014;08 - 09;2801;2637;200,91
28.5.2014;09 - 10;2808;2624;197,77
28.5.2014;10 - 11;2912;2558;198,67
28.5.2014;11 - 12;2939;2425;270,76
28.5.2014;12 - 13;2861;2237;200,16
28.5.2014;13 - 14;2870;2040;310,39
28.5.2014;14 - 15;2778;1886;306,59
28.5.2014;15 - 16;2663;1741;279,12
28.5.2014;16 - 17;2581;1583;273,38
28.5.2014;17 - 18;2650;1407;262,93
28.5.2014;18 - 19;2558;1242;288,38
28.5.2014;19 - 20;2432;1112;287,11
28.5.2014;20 - 21;2278;974;277,71
28.5.2014;21 - 22;2192;857;263,08
28.5.2014;22 - 23;2115;857;252,48
28.5.2014;23 - 00;1925;990;222,48
29.5.2014;00 - 01;1771;931;206,11
29.5.2014;01 - 02;1649;923;195,97
29.5.2014;02 - 03;1599;865;195,82
29.5.2014;03 - 04;1592;767;186,56
29.5.2014;04 - 05;1580;670;186,49
29.5.2014;05 - 06;1560;613;178,5
29.5.2014;06 - 07;1645;599;188,06
29.5.2014;07 - 08;1837;620;200,74
29.5.2014;08 - 09;2025;640;213,5
29.5.2014;09 - 10;2151;644;215,59
29.5.2014;10 - 11;2189;650;219,4
29.5.2014;11 - 12;2177;633;224,32
29.5.2014;12 - 13;2121;584;233,8
29.5.2014;13 - 14;2080;537;216,49
29.5.2014;14 - 15;2042;500;210,22
29.5.2014;15 - 16;2007;485;208,8
29.5.2014;16 - 17;2041;491;209,85
29.5.2014;17 - 18;2182;534;217,16
29.5.2014;18 - 19;2161;568;219,62
29.5.2014;19 - 20;2050;594;244,4
29.5.2014;20 - 21;1973;573;250,07
29.5.2014;21 - 22;1923;539;266,04
29.5.2014;22 - 23;1876;515;268,5
29.5.2014;23 - 00;1756;480;224,32
30.5.2014;00 - 01;1612;357;224,42
30.5.2014;01 - 02;1582;309;217,18
30.5.2014;02 - 03;1554;258;210,01
30.5.2014;03 - 04;1567;224;205,24
30.5.2014;04 - 05;1568;232;206,21
30.5.2014;05 - 06;1579;261;215,99
30.5.2014;06 - 07;1751;282;241,58
30.5.2014;07 - 08;2008;297;281,81
30.5.2014;08 - 09;2240;329;299,57
30.5.2014;09 - 10;2358;387;309,2
30.5.2014;10 - 11;2410;429;298,45
30.5.2014;11 - 12;2403;417;298,38
30.5.2014;12 - 13;2352;418;298,98
30.5.2014;13 - 14;2314;463;265,91
30.5.2014;14 - 15;2289;521;257,85
30.5.2014;15 - 16;2238;560;258,9
30.5.2014;16 - 17;2247;601;253,38
30.5.2014;17 - 18;2341;637;276,96
30.5.2014;18 - 19;2311;654;315,92
30.5.2014;19 - 20;2152;673;300,17
30.5.2014;20 - 21;2039;695;279,2
30.5.2014;21 - 22;1956;701;264,5
30.5.2014;22 - 23;1897;740;257,56
30.5.2014;23 - 00;1829;801;233,9
31.5.2014;00 - 01;1746;1116;212,33
31.5.2014;01 - 02;1623;1149;188,6
31.5.2014;02 - 03;1584;1159;156,43
31.5.2014;03 - 04;1601;1159;146,5
31.5.2014;04 - 05;1577;1162;151,88
31.5.2014;05 - 06;1552;1165;151,88
31.5.2014;06 - 07;1634;1190;149,94
31.5.2014;07 - 08;1820;1251;175,83
31.5.2014;08 - 09;1982;1295;182,77
31.5.2014;09 - 10;2062;1302;188,3
31.5.2014;10 - 11;2088;1291;176,13
31.5.2014;11 - 12;2033;1275;168,67
31.5.2014;12 - 13;1988;1262;149,56
31.5.2014;13 - 14;1888;1260;128,81
31.5.2014;14 - 15;1857;1262;116,13
31.5.2014;15 - 16;1844;1257;117,99
31.5.2014;16 - 17;1930;1247;129,19
31.5.2014;17 - 18;2067;1216;152,03
31.5.2014;18 - 19;2087;1155;185,98
31.5.2014;19 - 20;1954;1079;215,61
31.5.2014;20 - 21;1949;975;221,51
31.5.2014;21 - 22;1886;846;217,48
31.5.2014;22 - 23;1870;731;230,69
31.5.2014;23 - 00;1760;648;212,7
1.6.2014;00 - 01;1614;511;155,4
1.6.2014;01 - 02;1549;455;124,2
1.6.2014;02 - 03;1511;396;124,42
1.6.2014;03 - 04;1497;338;112,26
1.6.2014;04 - 05;1470;296;126,51
1.6.2014;05 - 06;1480;265;127,11
1.6.2014;06 - 07;1528;228;109,35
1.6.2014;07 - 08;1674;187;113,23
1.6.2014;08 - 09;1879;151;186,82
1.6.2014;09 - 10;2005;115;207,05
1.6.2014;10 - 11;2063;95;219,44
1.6.2014;11 - 12;2104;85;223,17
1.6.2014;12 - 13;2088;86;222,43
1.6.2014;13 - 14;2060;88;219,22
1.6.2014;14 - 15;2046;97;219,81
1.6.2014;15 - 16;2029;114;221,53
1.6.2014;16 - 17;2065;135;229,67
1.6.2014;17 - 18;2223;152;242,8
1.6.2014;18 - 19;2229;151;247,28
1.6.2014;19 - 20;2130;139;249,89
1.6.2014;20 - 21;2050;119;256,91
1.6.2014;21 - 22;1981;105;260,72
1.6.2014;22 - 23;1951;99;257,28
1.6.2014;23 - 00;1844;91;233,77
2.6.2014;00 - 01;1750;62;220,41
2.6.2014;01 - 02;1701;52;211,75
2.6.2014;02 - 03;1677;47;207,8
2.6.2014;03 - 04;1683;42;208,69
2.6.2014;04 - 05;1677;42;211,01
2.6.2014;05 - 06;1785;46;217,05
2.6.2014;06 - 07;2154;46;286,1
2.6.2014;07 - 08;2546;41;313,79
2.6.2014;08 - 09;2758;35;341,55
2.6.2014;09 - 10;2810;38;360,59
2.6.2014;10 - 11;2887;47;371,48
2.6.2014;11 - 12;2902;65;347,3
2.6.2014;12 - 13;2837;89;336,85
2.6.2014;13 - 14;2844;116;327,37
2.6.2014;14 - 15;2777;132;299,08
2.6.2014;15 - 16;2679;125;295,43
2.6.2014;16 - 17;2589;109;290,27
2.6.2014;17 - 18;2702;91;288,86
2.6.2014;18 - 19;2600;78;304,23
2.6.2014;19 - 20;2436;78;320,13
2.6.2014;20 - 21;2313;78;320,13
2.6.2014;21 - 22;2226;72;312,82
2.6.2014;22 - 23;2178;70;315,28
2.6.2014;23 - 00;2014;65;265,49
3.6.2014;00 - 01;1793;120;242,31
3.6.2014;01 - 02;1759;129;228,8
3.6.2014;02 - 03;1763;157;219,77
3.6.2014;03 - 04;1744;151;214,84
3.6.2014;04 - 05;1738;159;217,16
3.6.2014;05 - 06;1858;167;224,77
3.6.2014;06 - 07;2215;161;305,62
3.6.2014;07 - 08;2606;152;360,48
3.6.2014;08 - 09;2764;148;396,76
3.6.2014;09 - 10;2798;146;389,6
3.6.2014;10 - 11;2896;146;373,18
3.6.2014;11 - 12;2909;142;391,99
3.6.2014;12 - 13;2858;139;359,14
3.6.2014;13 - 14;2865;150;344,06
3.6.2014;14 - 15;2775;164;342,2
3.6.2014;15 - 16;2664;167;331,22
3.6.2014;16 - 17;2606;162;332,72
3.6.2014;17 - 18;2694;146;351
3.6.2014;18 - 19;2631;122;361,83
3.6.2014;19 - 20;2495;97;365,56
3.6.2014;20 - 21;2369;75;355,41
3.6.2014;21 - 22;2290;55;332,04
3.6.2014;22 - 23;2210;46;340,48
3.6.2014;23 - 00;2032;37;279,94
4.6.2014;00 - 01;1874;39;235,62
4.6.2014;01 - 02;1794;43;224,28
4.6.2014;02 - 03;1765;46;221,96
4.6.2014;03 - 04;1748;53;214,8
4.6.2014;04 - 05;1748;65;214,13
4.6.2014;05 - 06;1850;79;222,41
4.6.2014;06 - 07;2208;91;281,08
4.6.2014;07 - 08;2611;97;354,07
4.6.2014;08 - 09;2788;107;385,71
4.6.2014;09 - 10;2805;122;369,59
4.6.2014;10 - 11;2889;147;403,92
4.6.2014;11 - 12;2894;176;369,44
4.6.2014;12 - 13;2850;207;346,38
4.6.2014;13 - 14;2895;241;349,81
4.6.2014;14 - 15;2835;281;324,96
4.6.2014;15 - 16;2685;343;319,44
4.6.2014;16 - 17;2647;429;313,24
4.6.2014;17 - 18;2710;518;315,18
4.6.2014;18 - 19;2614;595;313,24
4.6.2014;19 - 20;2506;657;312,8
4.6.2014;20 - 21;2379;682;296,08
4.6.2014;21 - 22;2266;716;277,94
4.6.2014;22 - 23;2193;788;279,96
4.6.2014;23 - 00;2031;858;224,58
5.6.2014;00 - 01;1828;845;216,06
5.6.2014;01 - 02;1746;831;208,97
5.6.2014;02 - 03;1706;805;193,67
5.6.2014;03 - 04;1675;776;176,73
5.6.2014;04 - 05;1624;756;179,64
5.6.2014;05 - 06;1671;749;186,8
5.6.2014;06 - 07;1836;755;231,13
5.6.2014;07 - 08;2085;747;281,13
5.6.2014;08 - 09;2276;712;300,91
5.6.2014;09 - 10;2368;658;279,27
5.6.2014;10 - 11;2449;627;260,84
5.6.2014;11 - 12;2488;579;261,06
5.6.2014;12 - 13;2437;598;245,01
5.6.2014;13 - 14;2403;749;224,56
5.6.2014;14 - 15;2359;823;222,62
5.6.2014;15 - 16;2313;807;222,55
5.6.2014;16 - 17;2294;832;222,4
5.6.2014;17 - 18;2401;795;234,49
5.6.2014;18 - 19;2366;701;278,9
5.6.2014;19 - 20;2207;647;298,52
5.6.2014;20 - 21;2099;594;277,33
5.6.2014;21 - 22;2018;570;274,87
5.6.2014;22 - 23;1945;564;274,72
5.6.2014;23 - 00;1851;531;233,67
6.6.2014;00 - 01;1688;479;211,94
6.6.2014;01 - 02;1590;463;201,86
6.6.2014;02 - 03;1557;405;194,62
6.6.2014;03 - 04;1570;364;186,86
6.6.2014;04 - 05;1572;362;191,04
6.6.2014;05 - 06;1675;386;204,7
6.6.2014;06 - 07;1979;460;237,98
6.6.2014;07 - 08;2314;562;254,77
6.6.2014;08 - 09;2574;643;261,04
6.6.2014;09 - 10;2660;748;254,4
6.6.2014;10 - 11;2722;855;248,65
6.6.2014;11 - 12;2745;918;237,68
6.6.2014;12 - 13;2681;948;226,64
6.6.2014;13 - 14;2586;946;218,8
6.6.2014;14 - 15;2465;984;215,82
6.6.2014;15 - 16;2373;1047;215,37
6.6.2014;16 - 17;2334;1019;215,07
6.6.2014;17 - 18;2408;924;227,01
6.6.2014;18 - 19;2357;757;261,56
6.6.2014;19 - 20;2207;612;283,43
6.6.2014;20 - 21;2074;506;280,29
6.6.2014;21 - 22;1972;411;268,72
6.6.2014;22 - 23;1930;344;247,68
6.6.2014;23 - 00;1808;305;221,04
7.6.2014;00 - 01;1693;291;211,49
7.6.2014;01 - 02;1570;273;194,55
7.6.2014;02 - 03;1530;265;187,01
7.6.2014;03 - 04;1511;252;184,55
7.6.2014;04 - 05;1475;244;186,49
7.6.2014;05 - 06;1478;236;179,77
7.6.2014;06 - 07;1574;224;194,47
7.6.2014;07 - 08;1766;210;211,34
7.6.2014;08 - 09;1959;186;211,79
7.6.2014;09 - 10;2088;159;209,7
7.6.2014;10 - 11;2133;140;211,79
7.6.2014;11 - 12;2108;122;218,5
7.6.2014;12 - 13;2068;103;216,04
7.6.2014;13 - 14;2015;88;214,99
7.6.2014;14 - 15;1970;77;211,56
7.6.2014;15 - 16;1947;69;206,26
7.6.2014;16 - 17;1976;65;197,38
7.6.2014;17 - 18;2085;63;200,97
7.6.2014;18 - 19;2032;67;243,95
7.6.2014;19 - 20;1926;74;283,72
7.6.2014;20 - 21;1870;73;260,22
7.6.2014;21 - 22;1804;67;252,75
7.6.2014;22 - 23;1785;80;259,99
7.6.2014;23 - 00;1711;108;228,13
8.6.2014;00 - 01;1611;133;216,38
8.6.2014;01 - 02;1531;183;175,12
8.6.2014;02 - 03;1482;214;150,13
8.6.2014;03 - 04;1461;225;130,8
8.6.2014;04 - 05;1410;259;128,56
8.6.2014;05 - 06;1398;315;121,77
8.6.2014;06 - 07;1438;348;111,25
8.6.2014;07 - 08;1601;377;111,92
8.6.2014;08 - 09;1793;374;152,66
8.6.2014;09 - 10;1941;338;186,99
8.6.2014;10 - 11;1964;279;201,61
8.6.2014;11 - 12;1981;217;208,92
8.6.2014;12 - 13;1943;195;195,57
8.6.2014;13 - 14;1922;201;193,03
8.6.2014;14 - 15;1893;200;192,73
8.6.2014;15 - 16;1877;193;186,76
8.6.2014;16 - 17;1907;215;184,37
8.6.2014;17 - 18;2051;237;189,9
8.6.2014;18 - 19;2056;241;212,88
8.6.2014;19 - 20;1952;244;248,02
8.6.2014;20 - 21;1856;244;260,03
8.6.2014;21 - 22;1795;247;260,63
8.6.2014;22 - 23;1787;247;260,56
8.6.2014;23 - 00;1707;246;225,49
9.6.2014;00 - 01;1552;233;218,77
9.6.2014;01 - 02;1493;287;188,33
9.6.2014;02 - 03;1458;338;175,94
9.6.2014;03 - 04;1451;348;158,26
9.6.2014;04 - 05;1406;340;166,02
9.6.2014;05 - 06;1395;310;166,24
9.6.2014;06 - 07;1495;258;181,54
9.6.2014;07 - 08;1690;222;187,06
9.6.2014;08 - 09;1903;220;200,19
9.6.2014;09 - 10;2042;224;241,75
9.6.2014;10 - 11;2102;205;271,15
9.6.2014;11 - 12;2105;185;266,6
9.6.2014;12 - 13;2068;182;241,9
9.6.2014;13 - 14;2042;181;241,98
9.6.2014;14 - 15;2017;180;196,31
9.6.2014;15 - 16;1995;178;192,28
9.6.2014;16 - 17;2031;187;194,07
9.6.2014;17 - 18;2181;197;230,93
9.6.2014;18 - 19;2164;217;235,26
9.6.2014;19 - 20;2063;232;254,88
9.6.2014;20 - 21;2004;225;246,53
9.6.2014;21 - 22;1967;218;236,53
9.6.2014;22 - 23;1938;255;247,35
9.6.2014;23 - 00;1819;302;202,43
10.6.2014;00 - 01;1719;402;190,72
10.6.2014;01 - 02;1665;489;133,04
10.6.2014;02 - 03;1653;582;128,56
10.6.2014;03 - 04;1650;671;125,5
10.6.2014;04 - 05;1637;797;111,03
10.6.2014;05 - 06;1760;935;132,07
10.6.2014;06 - 07;2147;1042;223,92
10.6.2014;07 - 08;2550;1107;299,36
10.6.2014;08 - 09;2762;1150;307,94
10.6.2014;09 - 10;2817;1163;312,19
10.6.2014;10 - 11;2898;1215;298,39
10.6.2014;11 - 12;2895;1249;292,04
10.6.2014;12 - 13;2841;1170;261,45
10.6.2014;13 - 14;2865;1022;260,93
10.6.2014;14 - 15;2811;847;269,21
10.6.2014;15 - 16;2682;708;276,97
10.6.2014;16 - 17;2623;597;281,6
10.6.2014;17 - 18;2697;467;305,18
10.6.2014;18 - 19;2601;354;327,11
10.6.2014;19 - 20;2466;297;321,07
10.6.2014;20 - 21;2353;266;297,79
10.6.2014;21 - 22;2237;247;275,48
10.6.2014;22 - 23;2205;252;312,19
10.6.2014;23 - 00;2117;263;241,6
11.6.2014;00 - 01;1923;264;224,05
11.6.2014;01 - 02;1836;240;214,21
11.6.2014;02 - 03;1796;194;199,51
11.6.2014;03 - 04;1786;156;194,51
11.6.2014;04 - 05;1778;137;194,06
11.6.2014;05 - 06;1875;112;198,09
11.6.2014;06 - 07;2258;95;260,54
11.6.2014;07 - 08;2684;82;335,67
11.6.2014;08 - 09;2851;80;410,88
11.6.2014;09 - 10;2861;97;447,06
11.6.2014;10 - 11;2941;112;446,24
11.6.2014;11 - 12;2943;145;446,91
11.6.2014;12 - 13;2854;195;380,36
11.6.2014;13 - 14;2851;251;342,68
